Reviews	Whom	when 	Where	Occasion						
"Definitely love the quirks of this charming, narrow, dimly lit cocktail bar.The space is basically one long bar, which feels very communal. You may get bumped around a little as people try to squeeze past you, so choose your seats accordingly. The menus are pasted into old books, which gladdens my literary soul (ignoring the book defacing). The cocktails have very charming names that reference children's books or songs. Good happy hour too.I ordered a Gingerbread Man cocktail, as much for the name as for the fact that I like ginger anything. It was enjoyable but for whatever reason not particularly memorable. I would definitely like to try the other cocktails. Also did a charcuterie plate, where you can mix and match meats and cheeses for $10 during happy hour! We chose the smoked duck breast, a goat cheese (Midnight Moon) and sheep cheese (Idiazabel). We made good choices! Both cheeses were incredible, and the duck breast was delicious too. The whole grain mustard and fruit preserves were nice accompaniments. Really liked the vibe of this place. It's a good date spot, but I could even see this as a place where you could go by yourself and chill with a great cocktail."	0	0	0	0	0					
"Came on a Sunday meeting friends from out of town. Cute small place. Here is where it all went wrong.. I came in waiting for my friend, bartender saw me and did not acknowledge me for a good 5 minutes . Place was not even busy. Then after giving me a drink list, she waiting another 5 min to come and ask me what I wanted after giving her many looks and smiles that I was ready to order, she could have cared less. We ended up leaving after one drink because she was so inattentive . Definitely would not go back. If you have the patience to try it out, they do have a good list of drinks and alcohol."	1	1	0	1	3					
"I came here for a drink with a friend. I was surprised there weren't tables. The bar is kind of like a U shape. It had an interesting layout. The menus are in actual books, which was really interesting and cool. I ordered this cocktail with cucumber, mint, and vodka. I liked it a lot. I didn't get to try the food but I would definitely return to try it!"	1	0	0	0	1					     
Cozy and intimate this bar is the perfect spot for after work drinks. They have a happy hour from 5-8. The house cocktails are great. Their appetizers and small bites are good but I find a bit underwhelming for the price.	0	0	0	0	0					
"I have come here several times and I am never disappointed.Also the drinks are STRONG. Take an Uber home.I love that their menu is a repurposed old book!Friendly, helpful service. They comped us a drink after making a mistake and forgetting to prepare a drink we ordered, which I appreciated.Great happy hour. I think it's a few dollars off their cocktails."	0	0	0	0	0					
"Pros: Unique atmosphere with a big table in the middle surrounding the barCons: Drinks were unmemorable. The cocktails were all too sweet. The happy hour was good-ish, but can definitely find better deals in the neighborhood."	0	0	0	0	0					
"Delicious cocktails and interesting cheese selection! The music is really good, I like the long bar and the barman was super friendly. We only had a cheese plate but the food from the people around us smelled amazingly!"	0	0	0	0	0					
"Awesome place: The best parts of a speak-easy - with a variety of both great food (small plates) and drinks, with the expected low-level lighting - but WITHOUT the usually overwhelmingly exclusive atmosphere and/or snooty service.Bar set-up is long and narrow, with seating in an oval shape around the bar, allowing for causal and easy conversation with the bartender or other customers, if you choose. Our bartender was jovial, engaging, and conversational without being anywhere close to pretentious or pompous!They don't offer a large selection of food, but what they do offer (select sandwiches, meat and cheese platters, soup, salad) is lovely. Definitely try the ""choose your own"" meat and cheese platters (your choice of all meats, all cheeses, or a combination of both). The meats come with spicy mustard and the cheeses come with spicy cherries. A great deal for the quality of the selections!They also have excellent Mac & Cheese, which we paired with a fall-themed salad (photo).I would definitely go back!"	0	0	0	0	0					
"Food: split a board of meats and cheeses- the Sofia cheese was my favorite a combination of bleu and goat- amazing.. For meats the best was the fireball, a spicy salami... Didn't try any cocktails but there was a good selection of wine and beer Service: our bartender was really nice and friendly , but she did forget to ring in the salad we ordered, we ended up filling up on the charcuterie plate so it we didn't mention itAmbience: intimate, dim lighting.. Music was a little too loud... I wish the place had more seats! Loved that the menus came as an old fashioned book, cute idea"	0	0	0	0	0					
"Great cocktails with an excellent charismatic sassy bartender! Jackson made me the most sexy whiskey sour I think I ever had... So simple but so good! Not everyone can get it this right... Happy st.pattys, love the vibe here too!"	0	0	0	0	0					
"I've been here twice - once during happy hour (which is optimal based on their specials) and one other time on the weekend. Nice variety of drinks and a quaint variety of food items. As far as drinks, I had the Barnyard Dance - very spicy tequila based drink (not for those with mild tastes)... one word - awesome.  Then grabbed their amber ale on tap - again, very good and among three others available on draft. It is a limited beer selection on tap but they have a few other bottled beers as well. As for the food - options are limited but good choices available. I came on Thursday so it was $1 oyster night. I have weaned off of oysters but figured I'd get back on the wagon - glad I did, very good. I also got their $10 cheese/meat plate - this was perfect. I opted for two soft cheeses - one was a brie and not sure of the other - both were excellent.  As for the meat, what else, but prosciutto, - thinly sliced and was a great complement. It comes with bread, spicy mustard and some interesting cherries. Good stuff. Great place for happy hour, a date or to grab a drink and light bite with some friends.  There is a modest amount of space and I'm not sure when is the best time to maximize your likelihood of getting a bar stool. I haven't had any problems the two times i've come."	0	1	0	0	0					
